,name,link,industry,location
4171,BetterLabs,https://au.linkedin.com/company/better-labs,Investment Management,"Perth, Western Australia"
4173,Plant with Willow,https://au.linkedin.com/company/plant-with-willow,Computers and Electronics Manufacturing,"Perth, Western Australia"
4175,SpaceDraft,https://au.linkedin.com/company/spacedraft,Software Development,"Nedlands, Western Australia"
4176,FlexiGroup Limited (FXL),https://au.linkedin.com/company/flexigroup-limited-fxl-,Financial Services,"Sydney, NSW"
4177,humm UK & Ireland,https://ie.linkedin.com/company/hummuki,Financial Services,"Dublin, County Dublin"
4178,Latitude Financial Services,https://au.linkedin.com/company/latitude-financial-services,Financial Services,"Docklands, Victoria"
4180,flexicommercial Australia,https://au.linkedin.com/company/flexicommercial,Financial Services,"The Rocks, New South Wales"
4184,Laybuy,https://nz.linkedin.com/company/laybuy,IT Services and IT Consulting,"Auckland, New Zealand"
4185,Openpay,https://au.linkedin.com/company/open-pay,Financial Services,"Melbourne, Victoria"
4186,Fintro,https://be.linkedin.com/company/fintro,Banking,
4187,Finstro,https://www.linkedin.com/company/finstrovof,Financial Services,
4188,"GCash (Mynt - Globe Fintech Innovations, Inc.)",https://ph.linkedin.com/company/wearegcash,Financial Services,"Taguig, Metro Manila"
4189,Maya,https://ph.linkedin.com/company/mayaph,Financial Services,"Mandaluyong, Metro Manila"
4190,franki,https://www.linkedin.com/company/franki,Advertising Services,"Long beach, CA"
4192,Finastra,https://uk.linkedin.com/company/finastra,Financial Services,"Paddington, London"
4193,PayMaya Philippines,https://ph.linkedin.com/company/paymaya-philippines,Financial Services,"Mandaluyong, Metro Manila"
4195,UnionBank of the Philippines,https://ph.linkedin.com/company/unionbankph,Banking,"Pasig, National Capital Region"
4196,Ivy Tech,https://uk.linkedin.com/company/ivytech,Software Development,"London, United Kingdom"
4197,payFURL,https://au.linkedin.com/company/payfurl,IT Services and IT Consulting,"Sydney, NSW"
4198,ZEREN,https://uk.linkedin.com/company/zeren-search,Staffing and Recruiting,"London, England"
4199,Chaintroopers,https://gr.linkedin.com/company/chaintroopers,Computer and Network Security,
4200,Checkout.com,https://uk.linkedin.com/company/checkout,Financial Services,"London, England"
4201,BOOM,https://it.linkedin.com/company/boom-imagestudio,Software Development,"Milano, Lombardia"
4202,Join Talent,https://uk.linkedin.com/company/jointalentuk,Human Resources Services,"Edinburgh, Scotland"
4203,Impala,https://uk.linkedin.com/company/impala-travel,Hospitality,
4204,Few&Far.,https://uk.linkedin.com/company/fewandfar,Staffing and Recruiting,"London, England"
4205,PayK,https://au.linkedin.com/company/payk,Retail,"Melbourne, VIC"
4210,Plenti,https://pl.linkedin.com/company/goplenti,"Technology, Information and Internet","Warszawa, Mazowieckie"
4211,MONEYME,https://au.linkedin.com/company/moneyme,Financial Services,"Sydney, NSW"
4213,ubank,https://au.linkedin.com/company/ubank-au,Financial Services,"Sydney, New South Wales"
4214,Pepper Money ANZ,https://au.linkedin.com/company/peppermoneyanz,Financial Services,"North Sydney, NSW"
4216,Quick Release,https://be.linkedin.com/company/upconsulting-quick-release,Aviation and Aerospace Component Manufacturing,
4217,ALTEN,https://fr.linkedin.com/company/alten,IT Services and IT Consulting,"Boulogne-Billancourt Cedex, Ile-de-France"
4218,Rivian,https://www.linkedin.com/company/rivian,Motor Vehicle Manufacturing,"Irvine, CA"
4219,Ford Motor Company,https://www.linkedin.com/company/ford-motor-company,Motor Vehicle Manufacturing,"Dearborn, Michigan"
4220,ALTEN LTD - UK,https://uk.linkedin.com/company/alten-uk,IT Services and IT Consulting,"London, England"
4223,PA Consulting,https://uk.linkedin.com/company/pa-consulting,Business Consulting and Services,"London, London"
4224,MOHARA,https://uk.linkedin.com/company/mohara-ventures,IT Services and IT Consulting,"London, England"
4225,Kubrick Group,https://uk.linkedin.com/company/kubrick-group,IT Services and IT Consulting,"London, England"
4229,Ariston Partners,https://au.linkedin.com/company/ariston-partners-australia-pty-limited,Staffing and Recruiting,"Chatswood, New South Wales"
4230,Hastha Global Ventures,https://in.linkedin.com/company/hastha-global-ventures,Consumer Services,"Bangalore, Karnataka"
4235,SoftLabs | ANZ| Digital Transformation | Industrial Business Automation Solution Provider.,https://au.linkedin.com/company/softlabs,IT Services and IT Consulting,"Parramatta, New South Wales"
4236,VRT Systems,https://au.linkedin.com/company/vrt-systems,Automation Machinery Manufacturing,"Milton, Queensland"
4237,LPA Energy Group,https://au.linkedin.com/company/lpa-energy-group,Business Consulting and Services,"Cremorne, Victoria"
4238,Teknomika,https://au.linkedin.com/company/teknomika,IT Services and IT Consulting,"Melbourne, Victoria"
4239,LPA Lighting and Energy Solutions,https://www.linkedin.com/company/lpalighting,"Appliances, Electrical, and Electronics Manufacturing","Cremorne, VIC"
4240,AKIPS,https://au.linkedin.com/company/akips-software,Software Development,"Tanah Merah, QLD"
4241,Wide Sky Design,https://www.linkedin.com/company/wide-sky-design,IT Services and IT Consulting,"Nottingham, Nottinghamshire"
4242,ControlBEAM™ Digital Automation,https://www.linkedin.com/company/controlbeam-digital-automation,IT Services and IT Consulting,"Irvine, CA"
4243,Opengear,https://www.linkedin.com/company/opengear,Computer Networking Products,"Edison, New Jersey"
4244,Hnry,https://nz.linkedin.com/company/hnry,Financial Services,
4245,BuildingFit,https://www.linkedin.com/company/buildingfit,Hospitals and Health Care,"Salt Lake City, Utah"
4246,Westwood Consulting,https://au.linkedin.com/company/westwoodconsulting,Investment Management,
4247,NTT Ltd.,https://uk.linkedin.com/company/global-ntt,IT Services and IT Consulting,"London, London"
4248,Elysium,https://it.linkedin.com/company/elysium,IT Services and IT Consulting,"Rome, Rome"
4249,Elysium EPL,https://au.linkedin.com/company/elysium-epl,Business Consulting and Services,"Braddon, Australian Capital Territory"
4250,Elysium,https://www.linkedin.com/company/elysium3d,Software Development,"Southfield, MI"
4251,Pragma Partners,https://au.linkedin.com/company/pragma-partners,Business Consulting and Services,"Canberra, ACT"
4252,"Elysium Digital, LLC (a subsidiary of Aon Corporation)",https://www.linkedin.com/company/elysium-digital-llc,Legal Services,"Boston, MA"
4255,Mojo Soup,https://au.linkedin.com/company/mojo-soup,IT Services and IT Consulting,"Spring Hill, QLD"
4256,Edentech Industries,https://sg.linkedin.com/company/edentech-industries,Information Technology and Services,"Singapore, Singapore"
4257,Freestyle Technology,https://au.linkedin.com/company/freestyle-technology,Information Technology and Services,"Mount Waverley, Vic"
4258,SonaVu™,https://ca.linkedin.com/company/sonavu,Electrical/Electronic Manufacturing,"Cobourg, Ontario"
4259,CHAM Battery,https://cn.linkedin.com/company/dongguan-cham-battery-technology-co-ltd,Electrical/Electronic Manufacturing,"DongGuan, GuangDong"
4260,ARMOR,https://fr.linkedin.com/company/armor,Chemicals,
4262,6D Technologies,https://in.linkedin.com/company/6dtechnologies,Telecommunications,"Bangalore, Karnataka"
4263,GorillaBuilderz,https://au.linkedin.com/company/gorillabuilderz,Consumer Electronics,
4264,SBCoaching,https://br.linkedin.com/company/sociedade-brasileira-de-coaching,Professional Training & Coaching,"São Paulo, SP"
4265,Shocolate: Master Chocolatiers,https://au.linkedin.com/company/shocolate-master-chocolatiers,Restaurants,"Fitzroy, Victoria"
4266,SpaceX,https://www.linkedin.com/company/spacex,Aviation and Aerospace Component Manufacturing,"Hawthorne, California"
4273,BMW Group,https://de.linkedin.com/company/bmw-group,Motor Vehicle Manufacturing,
4274,NASA - National Aeronautics and Space Administration,https://www.linkedin.com/company/nasa,Aviation and Aerospace Component Manufacturing,"Washington, DC"
4275,Elon Musk,https://www.linkedin.com/company/elonmusk1232,E-Learning Providers,
4276,Konec Solutions,https://au.linkedin.com/company/konecau,Software Development,"Sydney, NSW"
4277,OPPO Australia,https://au.linkedin.com/company/oppo-au,Telecommunications,"Macquarie Park, New South Wales"
4278,OPPO,https://cn.linkedin.com/company/oppo,Telecommunications,"Shenzhen, Guangdong"
4279,KONEC,https://br.linkedin.com/company/konec---tecnologia-da-informa-o,IT Services and IT Consulting,"Manaus, Amazonas"
4280,Leading Edge Retail Australia,https://au.linkedin.com/company/leading-edge-retail,Retail,"Sydney, NSW"
4282,CMOBILE PTY LTD,https://au.linkedin.com/company/cmobile-pty-ltd,Telecommunications,
4283,Crossub,https://au.linkedin.com/company/crossub,IT Services and IT Consulting,"Adelaide, South Australia"
4284,Iku Wholefood Co Pty Ltd,https://au.linkedin.com/company/iku-wholefood-co-pty-ltd,Food and Beverage Services,"Riverwood, New South Wales"
4285,beCommerce,https://www.linkedin.com/company/becommerce-australia,Business Consulting and Services,
4286,Inovor Technologies,https://au.linkedin.com/company/inovor-technologies,Defense and Space Manufacturing,"Adelaide, South Australia"
4288,SmartSat CRC,https://au.linkedin.com/company/smartsatcrc,Research Services,"Adelaide, South Australia"
4293,Spire,https://www.linkedin.com/company/spireglobal,Information Services,"Vienna, Virginia"
4295,Space Machines Company,https://au.linkedin.com/company/space-machines-company,Defense and Space Manufacturing,"Adelaide, SA"
4296,Run Energy Australia,https://au.linkedin.com/company/run-energy-australia,Renewables & Environment,"Clayton South, VIC"
4297,Minnovation International,https://se.linkedin.com/company/minnovation-international,Human Resources,"Stockholm, Stockholm County"
4298,City of Casey,https://au.linkedin.com/company/city-of-casey,Government Relations,"Narre Warren, Victoria"
4299,TierraLogica,https://au.linkedin.com/company/tierralogica-consultancy,Information Technology and Services,"Melbourne, Victoria"
4300,TeCare,https://au.linkedin.com/company/tecare-smart-monitoring,"Health, Wellness and Fitness","Melbourne, VIC"
4301,Sai Infotech,https://in.linkedin.com/company/sai-infotech,Marketing and Advertising,"Pune, Maharashtra"
4302,Appeggio.com,https://www.linkedin.com/company/appeggio-com,Computer Software,
4303,KONZE,https://au.linkedin.com/company/konzegroup,Information Technology and Services,"Melbourne, Victoria"
4304,Mad Scientist Digital,https://au.linkedin.com/company/mad-scientist-digital,Information Technology and Services,"Hawthorn East / Melbourne, Victoria"
4305,MangoTech Group,https://au.linkedin.com/company/mangotechgroup,Information Technology and Services,"Glen Waverley, Melbourne, Vicoria"
4306,GPSports Systems,https://www.linkedin.com/company/gpsports,Sports,
4307,PlayerTek,https://www.linkedin.com/company/playertek,Computer Software,
4308,XOS,https://www.linkedin.com/company/xos-digital,Computer Software,
4309,Miers Construction Products Ltd,https://uk.linkedin.com/company/miers,Construction,"Cambridgeshire, England"
4310,V-Xpress (a division of V-Trans (India) Ltd.),https://in.linkedin.com/company/v-xpress,Truck Transportation,"Chembur, Maharashtra"
4311,VoIP Pty Ltd,https://au.linkedin.com/company/voip-pty-ltd,IT Services and IT Consulting,"Sydney, NSW"
4312,Accorde,https://au.linkedin.com/company/weareaccorde,IT Services and IT Consulting,
4313,V-Trans (India) Ltd,https://in.linkedin.com/company/vtransindia,Truck Transportation,"Mumbai, Maharastra"
4314,VExpenses,https://br.linkedin.com/company/vexpenses,IT Services and IT Consulting,"Ribeirão Preto, São Paulo"
4315,Mahindra Logistics,https://in.linkedin.com/company/mahindralogistics,Truck Transportation,"Mumbai, Maharashtra"
4316,ABC Express,https://in.linkedin.com/company/abc-express,Truck Transportation,"New Delhi, Delhi"
4317,DTDC Express Limited,https://in.linkedin.com/company/dtdc-express-limited,Truck Transportation,"Bangalore, Karnataka"
4318,Vxpress(A Division Of Vtrans India Limited.),https://in.linkedin.com/company/vxpress-a-division-of-vtrans-india-limited.-,"Appliances, Electrical, and Electronics Manufacturing","Mumbai, Maharashtra"
4319,Delhivery,https://in.linkedin.com/company/delhivery,Truck Transportation,"Gurgaon, Haryana"
4320,Shell Catalysts & Technologies,https://www.linkedin.com/showcase/shellct/,Oil & Energy,
4321,BG Group,https://www.linkedin.com/company/bg-group,Oil & Energy,
4322,Shell Polymers,https://www.linkedin.com/showcase/shellpolymers/,Chemicals,
4323,Samsara,https://www.linkedin.com/company/samsara,Software Development,"San Francisco, California"
4326,Brex,https://www.linkedin.com/company/brexhq,Financial Services,"San Francisco, California"
4327,Nuro,https://www.linkedin.com/company/nuro-inc.,Motor Vehicle Manufacturing,"Mountain View, CA"
4328,Attentive,https://www.linkedin.com/company/attentivehq,Advertising Services,
4329,Discord,https://www.linkedin.com/company/discord,Software Development,"San Francisco, CA"
4330,Ramp,https://www.linkedin.com/company/ramp,Financial Services,"New York, New York"
4331,ClickUp,https://www.linkedin.com/company/clickup-app,Software Development,"San Diego, California"
4332,Drift,https://www.linkedin.com/company/drift,Software Development,"Boston, Massachusetts"
4333,FarmTasker,https://au.linkedin.com/company/farmtasker,Farming,
4334,Actility,https://fr.linkedin.com/company/actility,IT Services and IT Consulting,
4335,AgriLinx,https://www.linkedin.com/company/agrilinx,IT Services and IT Consulting,"McBee, SC"
4336,Baltic Freya,https://lt.linkedin.com/company/balticfreya,Oil and Gas,"Kaunas, Kaunas"
4337,"M2M Connectivity, a Sierra Wireless Company",https://au.linkedin.com/company/m2m-connectivity,IT Services and IT Consulting,"Kensington, Victoria"
4338,XytoVet Pty Ltd,https://au.linkedin.com/company/xytovet-pty-ltd,Biotechnology Research,"Perth, Western Australia"
4339,TagoIO,https://www.linkedin.com/company/tago.io,Software Development,"Raleigh, North Carolina"
4340,DataFarming (Australia),https://au.linkedin.com/company/datafarmingaustralia,Farming,"Toowoomba City, Queensland"
4341,Equinox's Drones,https://in.linkedin.com/company/equinoxsdrones,Aviation and Aerospace Component Manufacturing,"Bengaluru, Karnataka"
4342,OnePointOne,https://www.linkedin.com/company/opofarms,Biotechnology Research,"San Jose, California"
4344,Affix Administradora de Benefícios,https://br.linkedin.com/company/affixadministradoradebeneficios,Facilities Services,"São Paulo, São Paulo"
4345,Cargo Crew,https://au.linkedin.com/company/cargo-crew,Retail Apparel and Fashion,"Bundoora, Victoria"
4346,AFFIX,https://www.linkedin.com/company/affixnet,Computer Games,"London, England"
4349,AllSquares,https://au.linkedin.com/company/allsquares,Staffing and Recruiting,"Fitzroy, VIC"
4351,Code Like a Girl,https://au.linkedin.com/company/code-like-a-girl,IT Services and IT Consulting,"Melbourne, Victoria"
4352,Allcare Gestora de Saúde,https://br.linkedin.com/company/allcaregestoradesaude,Facilities Services,
4353,Jetstack,https://uk.linkedin.com/company/jetstack,IT Services and IT Consulting,"London, England"
4354,Keyfactor,https://www.linkedin.com/company/wearekeyfactor,Computer and Network Security,"Independence, Ohio"
4355,AppViewX,https://www.linkedin.com/company/appviewx,Computer and Network Security,"New York, NY"
4356,Entrust,https://www.linkedin.com/company/entrust,Software Development,"Minneapolis, MN"
4358,HashiCorp,https://www.linkedin.com/company/hashicorp,Software Development,"San Francisco, California"
4359,Illumio,https://www.linkedin.com/company/illumio,Software Development,"Sunnyvale, California"
4360,Proofpoint,https://www.linkedin.com/company/proofpoint,Computer and Network Security,"Sunnyvale, California"
4361,Thoma Bravo,https://www.linkedin.com/company/thoma-bravo,Financial Services,"Chicago, Illinois"
4365,ASTC,https://au.linkedin.com/company/astc,Semiconductor Manufacturing,"Adelaide, SA"
4366,Peregrine Semiconductor,https://www.linkedin.com/company/peregrine-semiconductor,Semiconductor Manufacturing,"San Diego, California"
4367,Navitas Semiconductor,https://www.linkedin.com/company/navitas-semiconductor,Semiconductor Manufacturing,
4368,Palma Ceia SemiDesign,https://www.linkedin.com/company/palma-ceia-semidesign-inc-,Semiconductor Manufacturing,"Santa Clara, California"
4373,Kuba,https://uk.linkedin.com/company/kubapay,IT Services and IT Consulting,"London, England"
4374,"VIX, Inc.",https://www.linkedin.com/company/vix-corporate,Software Development,"Miami, FL"
4375,Vix Technology,https://au.linkedin.com/company/erg-transit-systems,IT Services and IT Consulting,"Perth CBD, Western Australia"
4376,Masabi,https://uk.linkedin.com/company/masabi,Truck Transportation,
4377,Littlepay,https://au.linkedin.com/company/littlepay,Software Development,"Melbourne, Victoria"
4378,Ticketer,https://uk.linkedin.com/company/ticketer-corvia-ltd-.,IT Services and IT Consulting,
4379,UNWIRE,https://dk.linkedin.com/company/unwire,IT Services and IT Consulting,"Copenhagen, Greater Copenhagen"
4380,Vix Logistica,https://br.linkedin.com/company/vix-logistica,Truck Transportation,"Vitoria, Espírito Santo"
4381,Kuba South Africa,https://za.linkedin.com/company/kubasouthafrica,IT Services and IT Consulting,"Johannesburg, Gauteng"
4382,Snapper Services Limited,https://nz.linkedin.com/company/snapper-services-limited,IT Services and IT Consulting,
4383,PROLIM Solutions India,https://www.linkedin.com/company/prolim-solutions-india,IT Services and IT Consulting,"Bangalore, Bangalore"
4384,PROLIM Corporation,https://www.linkedin.com/company/prolim-corporation,IT Services and IT Consulting,"Plano, TX"
4385,Freddy Products Ltd,https://www.linkedin.com/company/freddy-products-ltd,Machinery Manufacturing,"Pershore, Worcestershire"
4386,Siemens PLM Software,https://www.linkedin.com/company/siemens-plm-software,Software Development,"Plano, TX"
4387,Prolim,https://ec.linkedin.com/company/quimicosprolim,Chemical Manufacturing,"Guayaquil, Guayas"
4388,PLM Nordic AS,https://no.linkedin.com/company/plm-nordic-as,IT Services and IT Consulting,"Bergen, Norway"
4389,Prolim Comercio de Higiene e Limpeza Ltda,https://br.linkedin.com/company/prolim-comercio-de-higiene-e-limpeza-ltda,,
4390,Prolim S.A.,https://pl.linkedin.com/company/prolim-s-a-,Manufacturing,"Sopot, Pomeranian Voivodeship"
4391,Prolim Servicos e Manutencao Ltda,https://br.linkedin.com/company/prolim-servicos-e-manutencao-ltda,,
4392,Prolim Laboratorios S.A.,https://cl.linkedin.com/company/prolimdetergentes,Chemical Manufacturing,
4393,EG Funds,https://au.linkedin.com/company/eg-funds,Real Estate,"Sydney, NSW"
4395,FL0,https://www.linkedin.com/company/fl0,Software Development,
4396,willow,https://be.linkedin.com/company/willowdotco,Software Development,"Ghent, Flemish Region"
4398,Willow,https://ca.linkedin.com/company/willow-real-estate-technologies-inc,Financial Services,"Toronto, Ontario"
4403,Axon Vision,https://il.linkedin.com/company/axon-vision-ltd,Software Development,"Tel Aviv, Israel"
4404,Compie Technologies,https://il.linkedin.com/company/compie_technologies,Software Development,
4405,Axon Pulse,https://il.linkedin.com/company/axon-pulse,Software Development,
4406,RAZORlabs,https://bg.linkedin.com/company/razorlabs,Software Development,
4407,razorlabz,https://in.linkedin.com/company/rzr-labs,Advertising Services,
4408,Promarket,https://il.linkedin.com/company/promarket,Advertising Services,"Tel aviv, Israel"
4409,BeyondMinds,https://il.linkedin.com/company/beyondminds,Software Development,
4410,Deci AI,https://il.linkedin.com/company/deciai,Software Development,
4411,Brainnü,https://il.linkedin.com/company/brainnu,Advertising Services,"Tel Aviv, Tel Aviv"
4412,Perfect,https://il.linkedin.com/company/goperfect,Software Development,"Tel-Aviv, IL"
4414,Heng & Hurst,https://au.linkedin.com/company/heng-&-hurst---executive-search---pharmaceutical-&-medical-devices,Staffing and Recruiting,
4415,Pettit Pharma & Device Search | Healthcare Recruitment,https://au.linkedin.com/company/pettit-pharma-&-device-search,Staffing and Recruiting,"North Sydney, New South Wales"
4417,TRESP Recruitment - Medtech and Healthtech Experts,https://au.linkedin.com/company/tresprecruitment,Staffing and Recruiting,"SYDNEY, NSW"
4418,Boehunter Executive Search & Selection,https://au.linkedin.com/company/boehunter,Staffing and Recruiting,
4419,On Q Recruitment,https://au.linkedin.com/company/on-q-recruitment,Staffing and Recruiting,"Sydney, NSW"
4420,DKSH Healthcare Australia,https://au.linkedin.com/company/dksh-healthcare-australia,Pharmaceutical Manufacturing,"North Sydney, NSW"
4421,HealthCare Recruiters International,https://www.linkedin.com/company/healthcare-recruiters,Staffing and Recruiting,"Los Angeles, CA"
4423,Core Talent Recruitment,https://www.linkedin.com/company/core-talent-recruitment,Staffing and Recruiting,
4424,Turner Lovell,https://www.linkedin.com/company/turner-lovell,Staffing and Recruiting,"London, England"
4429,Core Recruit,https://ro.linkedin.com/company/core-recruit,Human Resources Services,"Floresti, Cluj"
4430,INTREC,https://au.linkedin.com/company/intrec-management-pty-ltd,Construction,"Sydney, NSW"
4431,Core Talent Inc.,https://www.linkedin.com/company/corporate-talent-inc-,Staffing and Recruiting,"Englewood, Colorado"
4433,SG Controls Pty Ltd,https://au.linkedin.com/company/sg-controls-pty-ltd,Mining,"Wangara, WA"
4434,BA Equipment Group Pty Ltd (BAEG),https://au.linkedin.com/company/ba-equipment-group-pty-ltd,Construction,"Brisbane, QLD"
4435,Circular Seed Pty Ltd,https://au.linkedin.com/company/circular-seed-pty-ltd,Environmental Services,"Subiaco, Western Australia"
4436,DYNA Engineering,https://au.linkedin.com/company/dyna-engineering,Industrial Machinery Manufacturing,"Bayswater, Western Australia"
4437,EMtek,https://au.linkedin.com/company/emtek-pty-ltd,Mining,"Melbourne, VIC"
4438,RCR Mining Technologies,https://au.linkedin.com/company/rcr-mining-technologies,Industrial Machinery Manufacturing,"Picton East, Western Australia"
4439,Transmin Metallurgical Consultants,https://pe.linkedin.com/company/transmin-metallurgical-consultants,Mining,"San Isidro, None (International)"
4440,FLSmidth,https://dk.linkedin.com/company/flsmidth,Industrial Machinery Manufacturing,"Copenhagen, Valby"
4441,JOEST Australia Pty Ltd,https://au.linkedin.com/company/joest-australia-pty-ltd,Machinery Manufacturing,"Kenwick, Western Australia"
4442,Aerison Group Limited,https://au.linkedin.com/company/aerison-group-ltd,Industrial Machinery Manufacturing,"West Perth, Western Australia"
4443,Radinn,https://se.linkedin.com/company/radinn,Sporting Goods Manufacturing,
4444,eFoil,https://www.linkedin.com/company/efoils,Sporting Goods Manufacturing,"peoria, az"
4445,Lift Foils,https://pr.linkedin.com/company/mhl-custom-lift-foils,Sporting Goods Manufacturing,"Isabela, PR"
4446,Waterdream,https://nl.linkedin.com/company/waterdream-handmade-boats,Maritime Transportation,
4447,Awake,https://se.linkedin.com/company/awakeboards,Motor Vehicle Manufacturing,"Stockholm, Stockholm County"
4448,efoil.builders,https://www.linkedin.com/company/efoil-builders,Maritime Transportation,
4449,X Shore | 100% Electric Boats,https://se.linkedin.com/company/xshore,Maritime Transportation,"Stockholm, Stockholm"
4450,ID Genève Watches,https://ch.linkedin.com/company/id-gen%C3%A8ve-watches,Retail Luxury Goods and Jewelry,"Geneva, Genève"
4451,CAKE – ridecake.com,https://se.linkedin.com/company/cake-%E2%80%93-ridecake.com,Motor Vehicle Manufacturing,
4452,Levita Magic,https://be.linkedin.com/company/levita-s-a,Advertising Services,"Liège, Wallonie"
4453,Inverse Group,https://ae.linkedin.com/company/inverse-group,Architecture and Planning,"Dubai , Dubai"
4454,Energy Club WA,https://au.linkedin.com/company/ecwa,Oil and Gas,"Perth, Western Australia"
4455,Hiremii,https://au.linkedin.com/company/hiremii-recruitment,Software Development,"Osborne Park, Western Australia"
4456,CIONET,https://be.linkedin.com/company/cionet,Internet Publishing,
4457,REVIV Global,https://www.linkedin.com/company/reviv-global,Wellness and Fitness Services,
4458,Inverse Group EG,https://eg.linkedin.com/company/inversegroupeg,Real Estate,
4459,Oncontractor,https://au.linkedin.com/company/oncontractor,Human Resources Services,"Osborne Park, Western Australia"
4460,Covalent Lithium Pty Ltd,https://au.linkedin.com/company/covalent-lithium-pty-ltd,Mining,"Perth, Western Australia"
4461,Inverse,https://www.linkedin.com/company/inverse-com,Online Audio and Video Media,"New York, New York"
4462,Inverse,https://ca.linkedin.com/company/inverse,IT Services and IT Consulting,"Montreal, Quebec"
4463,Nutromics,https://au.linkedin.com/company/nutromics,Medical Equipment Manufacturing,"Melbourne, Victoria"
4465,HammerTech,https://au.linkedin.com/company/hammer-technologies-pty-ltd,Software Development,"Richmond, Victoria"
4466,Carbar,https://au.linkedin.com/company/carbar,Motor Vehicle Manufacturing,"Melbourne, Victoria"
4467,Buildkite,https://au.linkedin.com/company/buildkite,Software Development,"Melbourne, Victoria"
4468,Bare Cremation,https://au.linkedin.com/company/bare-cremation,Individual and Family Services,
4469,InternMatch,https://au.linkedin.com/company/internmatch-io,IT Services and IT Consulting,"Melbourne, Victoria"
4470,cliexa,https://www.linkedin.com/company/cliexa,Hospitals and Health Care,"Denver, Colorado"
4471,ScienceIO,https://www.linkedin.com/company/scienceio,Biotechnology Research,"New York, NY"
4472,July,https://au.linkedin.com/company/july,Retail,"Collingwood, Victoria"
4473,Planet Pharma,https://www.linkedin.com/company/planet-pharma,Staffing and Recruiting,"Deerfield, Illinois"
4474,Proclinical Group,https://uk.linkedin.com/company/proclinical-group,Human Resources Services,"City of London, London"
4475,i-Pharm Consulting,https://uk.linkedin.com/company/i-pharm-consulting,Staffing and Recruiting,"London, England"
4476,Meet,https://uk.linkedin.com/company/meet,Staffing and Recruiting,"London, London"
4477,Barrington James,https://uk.linkedin.com/company/barrington-james,Biotechnology Research,"Crawley, West Sussex"
4478,Hobson Prior,https://uk.linkedin.com/company/hobson-prior,Staffing and Recruiting,
4479,IQVIA,https://www.linkedin.com/company/iqvia,Hospitals and Health Care,"Durham, North Carolina"
4480,GSK,https://uk.linkedin.com/company/gsk,Pharmaceutical Manufacturing,"Brentford, Middlesex"
4482,Pfizer,https://www.linkedin.com/company/pfizer,Pharmaceutical Manufacturing,"New York, New York"
4484,Royal Australian Air Force,https://au.linkedin.com/company/ausairforce,Armed Forces,
4485,Royal Australian Navy,https://au.linkedin.com/company/ausnavy,Armed Forces,"Canberra, ACT"
4486,Defence Jobs Australia,https://au.linkedin.com/company/defence-force-recruiting,Armed Forces,"FAIRBAIRN, Canberra"
4487,Australian Department of Foreign Affairs and Trade,https://au.linkedin.com/company/department-of-foreign-affairs-and-trade,Government Administration,"Barton, ACT"
4491,Queensland Police Service,https://au.linkedin.com/company/queensland-police-service,Law Enforcement,"Brisbane, Queensland"
4493,Babcock International Group,https://uk.linkedin.com/company/babcock-international-group,Defense and Space Manufacturing,
4494,Naval Ship Management (Australia),https://au.linkedin.com/company/nsm-aust,Defense and Space Manufacturing,"Henderson, WA"
4502,Atlantic & Peninsula Australia (A&P),https://au.linkedin.com/company/atlantic-peninsula-australia-a-p,Maritime Transportation,"Sydney, New South Wales"
4503,EUROS ORTHOPAEDICS AUSTRALIA,https://au.linkedin.com/company/euros-orthopaedics-australia,Medical Equipment Manufacturing,
4504,LifeHealthcare,https://au.linkedin.com/company/lifehealthcare,Medical Equipment Manufacturing,"Sydney, NSW"
4505,Surgical Specialties,https://au.linkedin.com/company/surgical-specialties-pty-ltd,Medical Equipment Manufacturing,"Frenchs Forest, NSW"
4506,Rubik3,https://au.linkedin.com/company/rubik3,Business Consulting and Services,
4507,OneMD,https://au.linkedin.com/company/onemd,Staffing and Recruiting,"Sydney, New South Wales"
4508,E4 Recruitment,https://au.linkedin.com/company/e4-recruitment-group,Staffing and Recruiting,"Sydney, New South Wales"
4509,DIXON APPOINTMENTS | Recruitment Agency,https://au.linkedin.com/company/dixon-appointments,Staffing and Recruiting,"Melbourne, Victoria"
4511,people2people,https://au.linkedin.com/company/people2people,Staffing and Recruiting,"Sydney, NSW"
4513,ANCA Motion,https://au.linkedin.com/company/anca-motion,Automation Machinery Manufacturing,"Bayswater North, VIC"
4514,Rollomatic SA,https://ch.linkedin.com/company/rollomatic-sa,Machinery Manufacturing,"Le Landeron, NE"
4515,Walter Machines,https://de.linkedin.com/company/walter-maschinenbau-gmbh,Machinery Manufacturing,
4516,Rollomatic Inc.,https://www.linkedin.com/company/rollomatic-inc-,Machinery Manufacturing,"Mundelein, Illinois"
4517,GrindingHub,https://de.linkedin.com/company/grindinghub,Machinery Manufacturing,
4518,United Grinding Group,https://ch.linkedin.com/company/unitedgrinding,Machinery Manufacturing,
4519,Walter Tools,https://de.linkedin.com/company/waltertools,Industrial Machinery Manufacturing,
4520,ANCA Sheet Metal Solutions,https://th.linkedin.com/company/anca-sheet-metal-solutions,Industrial Machinery Manufacturing,"Ampure Pluakdaeng, Rayong"
4521,Kennametal,https://www.linkedin.com/company/kennametal,Machinery Manufacturing,"Pittsburgh, Pennsylvania"
